# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
6658at4891	Complete	ctg000000_P	591342	594011	+	623.8	587	https://www.orthodb.org/v10?query=6658at4891	WD40/YVTN repeat-like-containing domain superfamily
6691at4891	Complete	ctg000005_P	138693	140411	-	590.6	428	https://www.orthodb.org/v10?query=6691at4891	WD40-repeat-containing domain
6711at4891	Complete	ctg000012_P	294223	296391	-	225.7	269	https://www.orthodb.org/v10?query=6711at4891	WD40-repeat-containing domain
6740at4891	Complete	ctg000006_P	119850	124175	-	1017.9	979	https://www.orthodb.org/v10?query=6740at4891	Tricalbin
6748at4891	Complete	ctg000006_P	90868	92421	-	675.6	431	https://www.orthodb.org/v10?query=6748at4891	D-arabinono-1,4-lactone oxidase
6753at4891	Complete	ctg000000_P	1226606	1228495	+	415.6	403	https://www.orthodb.org/v10?query=6753at4891	Crossover junction endonuclease MUS81
6770at4891	Complete	ctg000011_P	121147	122634	-	448.7	338	https://www.orthodb.org/v10?query=6770at4891	GTP1/OBG domain
6788at4891	Complete	ctg000010_P	238566	240083	-	737.0	402	https://www.orthodb.org/v10?query=6788at4891	Anthranilate synthase component
6789at4891	Complete	ctg000003_P	407164	409212	+	472.8	374	https://www.orthodb.org/v10?query=6789at4891	Diphthine--ammonia ligase
6800at4891	Complete	ctg000003_P	587707	590328	+	902.9	685	https://www.orthodb.org/v10?query=6800at4891	Phosphatidylinositol 3-kinase VPS34
6820at4891	Complete	ctg000000_P	636378	638117	-	482.4	414	https://www.orthodb.org/v10?query=6820at4891	putative metalloprotease ARX1
6821at4891	Complete	ctg000010_P	245725	247434	-	416.9	371	https://www.orthodb.org/v10?query=6821at4891	Prolyl-tRNA synthetase
6891at4891	Duplicated	ctg000007_P	661497	663233	+	904.4	485	https://www.orthodb.org/v10?query=6891at4891	CTP synthase
6891at4891	Duplicated	ctg000022_P	639287	640987	+	893.3	482	https://www.orthodb.org/v10?query=6891at4891	CTP synthase
6902at4891	Complete	ctg000009_P	166605	168410	-	708.1	523	https://www.orthodb.org/v10?query=6902at4891	mitochondrial ribosome small subunit component
6915at4891	Complete	ctg000022_P	477890	479644	-	910.2	490	https://www.orthodb.org/v10?query=6915at4891	dihydroxy-acid dehydratase
6917at4891	Complete	ctg000022_P	317551	319299	-	557.5	472	https://www.orthodb.org/v10?query=6917at4891	WD40-repeat-containing domain
6943at4891	Complete	ctg000003_P	113154	114608	+	638.9	366	https://www.orthodb.org/v10?query=6943at4891	WD40-repeat-containing domain
6961at4891	Complete	ctg000008_P	682731	685532	-	897.6	703	https://www.orthodb.org/v10?query=6961at4891	Coatomer subunit gamma
7009at4891	Complete	ctg000006_P	189840	192242	-	1061.1	558	https://www.orthodb.org/v10?query=7009at4891	AMP deaminase
7011at4891	Duplicated	ctg000001_P	91265	92722	-	782.6	415	https://www.orthodb.org/v10?query=7011at4891	6-phosphogluconate dehydrogenase, decarboxylating
7011at4891	Duplicated	ctg000011_P	90627	92093	-	800.6	415	https://www.orthodb.org/v10?query=7011at4891	6-phosphogluconate dehydrogenase, decarboxylating
7030at4891	Complete	ctg000011_P	210606	213245	-	773.0	590	https://www.orthodb.org/v10?query=7030at4891	DNA mismatch repair protein MutS, core
7031at4891	Complete	ctg000007_P	419481	422360	+	746.1	732	https://www.orthodb.org/v10?query=7031at4891	Eukaryotic translation initiation factor 3 subunit A
7059at4891	Complete	ctg000005_P	447563	449239	-	652.3	414	https://www.orthodb.org/v10?query=7059at4891	tRNA (uracil-O(2)-)-methyltransferase
7062at4891	Complete	ctg000009_P	638307	639941	+	870.2	429	https://www.orthodb.org/v10?query=7062at4891	Phosphoenolpyruvate carboxykinase
7086at4891	Complete	ctg000003_P	520836	522041	-	476.2	309	https://www.orthodb.org/v10?query=7086at4891	Protein MSS51, mitochondrial
7092at4891	Duplicated	ctg000003_P	966844	968412	+	836.4	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	ctg000005_P	943738	945183	+	782.5	433	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	ctg000006_P	157263	159236	-	838.0	451	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	ctg000011_P	7202	8761	-	815.4	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	ctg000014_P	223834	225393	+	812.9	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	ctg000014_P	8639	10198	-	816.2	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7127at4891	Complete	ctg000011_P	518708	520741	+	316.8	319	https://www.orthodb.org/v10?query=7127at4891	Rab-GTPase-TBC domain
7136at4891	Duplicated	ctg000008_P	376988	378856	+	534.3	453	https://www.orthodb.org/v10?query=7136at4891	Tetratricopeptide repeat
7136at4891	Duplicated	ctg000011_P	218788	220701	-	484.0	430	https://www.orthodb.org/v10?query=7136at4891	Tetratricopeptide repeat
7201at4891	Complete	ctg000006_P	35285	36880	-	569.3	303	https://www.orthodb.org/v10?query=7201at4891	alpha-1,6-mannosyltransferase activity
7208at4891	Complete	ctg000005_P	595495	597539	+	464.3	320	https://www.orthodb.org/v10?query=7208at4891	UbiB domain
7218at4891	Complete	ctg000006_P	284262	285833	-	828.3	428	https://www.orthodb.org/v10?query=7218at4891	cytochrome P450
7237at4891	Complete	ctg000022_P	214498	216147	+	824.5	454	https://www.orthodb.org/v10?query=7237at4891	GroEL-like apical domain superfamily
7263at4891	Complete	ctg000001_P	864828	867557	-	547.0	512	https://www.orthodb.org/v10?query=7263at4891	HECT domain
7265at4891	Complete	ctg000005_P	904964	907390	-	547.4	561	https://www.orthodb.org/v10?query=7265at4891	Phosphoinositide phospholipase C
7296at4891	Complete	ctg000007_P	97297	98937	+	710.1	434	https://www.orthodb.org/v10?query=7296at4891	Imidazole glycerol phosphate synthase hisHF
7300at4891	Complete	ctg000002_P	511590	513209	-	553.3	446	https://www.orthodb.org/v10?query=7300at4891	Vacuolar protein sorting-associated protein 17
7327at4891	Complete	ctg000000_P	338742	340592	-	410.0	430	https://www.orthodb.org/v10?query=7327at4891	Armadillo-type fold
7349at4891	Complete	ctg000009_P	134739	137381	+	402.6	459	https://www.orthodb.org/v10?query=7349at4891	kinase-like protein
7363at4891	Complete	ctg000022_P	652148	654211	+	525.4	454	https://www.orthodb.org/v10?query=7363at4891	phosphatases II
7364at4891	Complete	ctg000002_P	350303	352996	+	1057.1	661	https://www.orthodb.org/v10?query=7364at4891	Mitochondrial dynamin-like GTPase
7407at4891	Complete	ctg000009_P	492294	494513	-	524.7	387	https://www.orthodb.org/v10?query=7407at4891	ATP-dependent RNA helicase DBP7
7410at4891	Complete	ctg000009_P	378994	381267	+	428.0	406	https://www.orthodb.org/v10?query=7410at4891	Zinc finger, RING-type
7422at4891	Complete	ctg000006_P	797881	800073	+	526.7	517	https://www.orthodb.org/v10?query=7422at4891	BRCT domain
7432at4891	Complete	ctg000010_P	81541	83793	+	468.7	420	https://www.orthodb.org/v10?query=7432at4891	Rad4 beta-hairpin domain 2
7444at4891	Duplicated	ctg000001_P	358565	360274	-	886.1	474	https://www.orthodb.org/v10?query=7444at4891	glutamine-hydrolyzing asparagine synthase
7444at4891	Duplicated	ctg000005_P	118438	120150	-	890.1	478	https://www.orthodb.org/v10?query=7444at4891	glutamine-hydrolyzing asparagine synthase
7446at4891	Complete	ctg000003_P	295942	297747	+	584.9	473	https://www.orthodb.org/v10?query=7446at4891	GPI transamidase component GAA1
7491at4891	Complete	ctg000007_P	768534	770114	-	932.7	463	https://www.orthodb.org/v10?query=7491at4891	ATP synthase subunit alpha
7514at4891	Complete	ctg000011_P	58865	60562	-	383.7	354	https://www.orthodb.org/v10?query=7514at4891	5'-Nucleotidase/apyrase
7515at4891	Complete	ctg000006_P	197578	199515	+	441.4	482	https://www.orthodb.org/v10?query=7515at4891	Nucleoporin NDC1
7523at4891	Complete	ctg000001_P	1069673	1072684	-	335.0	616	https://www.orthodb.org/v10?query=7523at4891	Importin subunit beta-5
7579at4891	Complete	ctg000000_P	200434	202017	+	801.7	445	https://www.orthodb.org/v10?query=7579at4891	T-complex protein 1 subunit delta
7582at4891	Complete	ctg000005_P	789657	791144	+	611.2	361	https://www.orthodb.org/v10?query=7582at4891	tRNA pseudouridine synthase
7589at4891	Complete	ctg000005_P	436494	438458	+	655.3	450	https://www.orthodb.org/v10?query=7589at4891	Methylenetetrahydrofolate reductase
7600at4891	Duplicated	ctg000008_P	146613	147962	+	746.7	378	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7600at4891	Duplicated	ctg000012_P	221196	222557	+	691.7	376	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7621at4891	Complete	ctg000000_P	788828	790867	+	777.1	402	https://www.orthodb.org/v10?query=7621at4891	Translation elongation factor EFTu/EF1A, C-terminal
7633at4891	Complete	ctg000001_P	510829	513819	+	688.1	661	https://www.orthodb.org/v10?query=7633at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
7692at4891	Complete	ctg000022_P	521179	523491	+	780.1	570	https://www.orthodb.org/v10?query=7692at4891	Chloride channel protein
7721at4891	Complete	ctg000008_P	194216	195613	-	311.3	311	https://www.orthodb.org/v10?query=7721at4891	Sorting assembly machinery 50 kDa subunit
7722at4891	Complete	ctg000007_P	149076	150758	+	532.0	451	https://www.orthodb.org/v10?query=7722at4891	acetyl-CoA transmembrane transporter activity
7758at4891	Complete	ctg000009_P	360658	362217	+	527.3	399	https://www.orthodb.org/v10?query=7758at4891	DNA primase large subunit
7831at4891	Complete	ctg000006_P	843150	844679	-	828.6	448	https://www.orthodb.org/v10?query=7831at4891	Amidophosphoribosyltransferase
7840at4891	Complete	ctg000008_P	592373	594613	-	922.9	614	https://www.orthodb.org/v10?query=7840at4891	Cysteinyl-tRNA synthetase
7896at4891	Complete	ctg000006_P	423485	425329	-	498.0	406	https://www.orthodb.org/v10?query=7896at4891	WD40-repeat-containing domain
7917at4891	Complete	ctg000001_P	460697	462454	+	111.0	285	https://www.orthodb.org/v10?query=7917at4891	Peroxisomal biogenesis factor 8
7920at4891	Complete	ctg000003_P	516274	517761	+	730.3	375	https://www.orthodb.org/v10?query=7920at4891	Nop domain
7923at4891	Complete	ctg000011_P	447353	448891	+	538.9	341	https://www.orthodb.org/v10?query=7923at4891	Putative oxidoreductase TDA3
7925at4891	Duplicated	ctg000001_P	430319	432034	-	622.8	372	https://www.orthodb.org/v10?query=7925at4891	Non-specific serine/threonine protein kinase
7925at4891	Duplicated	ctg000005_P	193774	195465	-	622.5	371	https://www.orthodb.org/v10?query=7925at4891	Non-specific serine/threonine protein kinase
7956at4891	Complete	ctg000010_P	340891	342237	+	755.3	373	https://www.orthodb.org/v10?query=7956at4891	Adenosylhomocysteinase
7966at4891	Complete	ctg000000_P	1030992	1032617	-	637.7	395	https://www.orthodb.org/v10?query=7966at4891	Pyridoxal phosphate-dependent transferase
7982at4891	Complete	ctg000005_P	190852	193512	+	949.0	674	https://www.orthodb.org/v10?query=7982at4891	Multiple RNA-binding domain-containing protein 1
8010at4891	Complete	ctg000007_P	329252	330670	+	736.5	396	https://www.orthodb.org/v10?query=8010at4891	Trehalose-6-phosphate synthase
8023at4891	Complete	ctg000011_P	223075	224970	-	487.3	457	https://www.orthodb.org/v10?query=8023at4891	SH3 domain
8037at4891	Complete	ctg000003_P	527037	529463	+	295.9	443	https://www.orthodb.org/v10?query=8037at4891	Tetratricopeptide-like helical domain superfamily
8044at4891	Complete	ctg000005_P	838153	839565	-	753.4	389	https://www.orthodb.org/v10?query=8044at4891	RuvB-like helicase
8064at4891	Complete	ctg000014_P	131717	133510	+	757.8	508	https://www.orthodb.org/v10?query=8064at4891	Protein phosphatase PP2A regulatory subunit A
8065at4891	Complete	ctg000007_P	621310	622851	-	381.9	339	https://www.orthodb.org/v10?query=8065at4891	AP endonuclease 1
8084at4891	Complete	ctg000007_P	332986	334863	+	559.4	525	https://www.orthodb.org/v10?query=8084at4891	Transcription factor IIIC, subunit 5
8097at4891	Complete	ctg000007_P	648904	653367	+	259.8	541	https://www.orthodb.org/v10?query=8097at4891	Protein STU1
8134at4891	Complete	ctg000000_P	1026161	1029907	-	973.0	653	https://www.orthodb.org/v10?query=8134at4891	mRNA binding
8178at4891	Complete	ctg000022_P	469675	471207	+	623.2	394	https://www.orthodb.org/v10?query=8178at4891	Sulfate adenylyltransferase
8179at4891	Complete	ctg000011_P	51221	53512	-	623.0	312	https://www.orthodb.org/v10?query=8179at4891	Non-specific serine/threonine protein kinase
8205at4891	Complete	ctg000005_P	281721	283583	-	526.9	440	https://www.orthodb.org/v10?query=8205at4891	NADPH-dependent diflavin oxidoreductase 1
8222at4891	Complete	ctg000001_P	254847	256508	+	620.3	465	https://www.orthodb.org/v10?query=8222at4891	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
8224at4891	Complete	ctg000011_P	528303	530258	+	524.7	415	https://www.orthodb.org/v10?query=8224at4891	Glycerol kinase
8231at4891	Complete	ctg000006_P	181956	183965	+	675.2	481	https://www.orthodb.org/v10?query=8231at4891	acyltransferase ChoActase/COT/CPT
8253at4891	Complete	ctg000009_P	418774	424023	-	482.3	926	https://www.orthodb.org/v10?query=8253at4891	Nucleolar pre-ribosomal-associated protein 1
8274at4891	Complete	ctg000003_P	819856	821946	+	592.8	434	https://www.orthodb.org/v10?query=8274at4891	Sterile alpha motif domain
8285at4891	Complete	ctg000107_P	361471	363051	-	851.2	455	https://www.orthodb.org/v10?query=8285at4891	GroEL-like apical domain superfamily
8291at4891	Complete	ctg000009_P	39116	41260	-	421.2	496	https://www.orthodb.org/v10?query=8291at4891	WD40-repeat-containing domain
8311at4891	Complete	ctg000000_P	1343404	1345248	+	585.5	439	https://www.orthodb.org/v10?query=8311at4891	Endopolyphosphatase
8330at4891	Complete	ctg000011_P	383333	385015	-	842.6	472	https://www.orthodb.org/v10?query=8330at4891	Delta-1-pyrroline-5-carboxylate dehydrogenase
8344at4891	Complete	ctg000008_P	54489	56444	+	710.8	397	https://www.orthodb.org/v10?query=8344at4891	Nucleolar GTP-binding protein 2
8353at4891	Duplicated	ctg000001_P	753715	755292	+	676.2	467	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8353at4891	Duplicated	ctg000005_P	751826	753634	-	597.2	459	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8365at4891	Complete	ctg000000_P	1113790	1115946	-	462.8	426	https://www.orthodb.org/v10?query=8365at4891	Transcription factor 25
8380at4891	Complete	ctg000003_P	126716	128536	+	216.0	351	https://www.orthodb.org/v10?query=8380at4891	Origin recognition complex subunit 3
8437at4891	Complete	ctg000010_P	526421	529465	+	485.8	674	https://www.orthodb.org/v10?query=8437at4891	DNA polymerase V
8466at4891	Complete	ctg000007_P	53704	56136	+	402.2	391	https://www.orthodb.org/v10?query=8466at4891	Dual specificity phosphatase
8471at4891	Complete	ctg000001_P	964185	965519	+	601.9	332	https://www.orthodb.org/v10?query=8471at4891	Histone deacetylase
8475at4891	Complete	ctg000007_P	732543	734144	+	423.2	363	https://www.orthodb.org/v10?query=8475at4891	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
8487at4891	Complete	ctg000000_P	1300468	1302276	+	257.6	387	https://www.orthodb.org/v10?query=8487at4891	Sorting nexin-41
8543at4891	Complete	ctg000010_P	230529	234683	+	642.3	763	https://www.orthodb.org/v10?query=8543at4891	Rapamycin-insensitive companion of mTOR, domain 4
8550at4891	Complete	ctg000010_P	247826	249553	-	832.8	459	https://www.orthodb.org/v10?query=8550at4891	Threonine dehydratase
8551at4891	Complete	ctg000009_P	43858	45276	-	575.7	379	https://www.orthodb.org/v10?query=8551at4891	Indole-3-glycerol phosphate synthase
8562at4891	Complete	ctg000005_P	315805	318300	+	631.1	521	https://www.orthodb.org/v10?query=8562at4891	AP-1 complex subunit gamma
8568at4891	Complete	ctg000009_P	181359	182759	+	751.4	368	https://www.orthodb.org/v10?query=8568at4891	26S Proteasome regulatory subunit 7
8584at4891	Complete	ctg000000_P	479579	482653	-	409.8	319	https://www.orthodb.org/v10?query=8584at4891	Kinase
8596at4891	Complete	ctg000001_P	806185	807732	+	454.0	321	https://www.orthodb.org/v10?query=8596at4891	Transcription initiation factor TFIID subunit 6
8686at4891	Complete	ctg000000_P	1205706	1207064	-	635.0	338	https://www.orthodb.org/v10?query=8686at4891	Mitochondrial chaperone BCS1
8689at4891	Complete	ctg000006_P	309273	310658	+	367.4	303	https://www.orthodb.org/v10?query=8689at4891	AF1104-like superfamily
8708at4891	Complete	ctg000022_P	666143	667675	+	941.9	441	https://www.orthodb.org/v10?query=8708at4891	ATP synthase subunit beta
8737at4891	Complete	ctg000012_P	249315	250730	+	699.9	362	https://www.orthodb.org/v10?query=8737at4891	Pyridoxal phosphate-dependent transferase
8758at4891	Complete	ctg000000_P	305695	307032	+	726.3	380	https://www.orthodb.org/v10?query=8758at4891	p-loop containing nucleoside triphosphate hydrolase protein
8759at4891	Complete	ctg000006_P	694780	696183	+	313.4	279	https://www.orthodb.org/v10?query=8759at4891	Ubiquitinyl hydrolase 1
8762at4891	Complete	ctg000003_P	664995	666758	-	673.2	433	https://www.orthodb.org/v10?query=8762at4891	ATP-dependent RNA helicase DBP9
8855at4891	Complete	ctg000011_P	504113	507550	+	498.3	468	https://www.orthodb.org/v10?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	ctg000006_P	568725	570704	-	590.7	386	https://www.orthodb.org/v10?query=8903at4891	HAD superfamily
8923at4891	Complete	ctg000001_P	139154	142687	+	724.1	779	https://www.orthodb.org/v10?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	ctg000002_P	633086	634711	+	593.9	420	https://www.orthodb.org/v10?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	ctg000011_P	335893	337506	+	641.6	444	https://www.orthodb.org/v10?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	ctg000008_P	735513	736862	-	487.4	293	https://www.orthodb.org/v10?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	ctg000009_P	556787	558511	+	602.1	449	https://www.orthodb.org/v10?query=9012at4891	tRNA (uracil(54)-C(5))-methyltransferase
9030at4891	Complete	ctg000003_P	190819	194310	+	735.1	636	https://www.orthodb.org/v10?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	ctg000000_P	821119	822507	-	748.8	399	https://www.orthodb.org/v10?query=9032at4891	RuvB-like helicase
9039at4891	Complete	ctg000000_P	671844	673505	-	511.2	348	https://www.orthodb.org/v10?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	ctg000107_P	38587	39963	+	628.4	401	https://www.orthodb.org/v10?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	ctg000011_P	115460	117334	-	597.6	395	https://www.orthodb.org/v10?query=9096at4891	Ubiquitin-like modifier-activating enzyme ATG7
9152at4891	Complete	ctg000006_P	130579	132234	+	664.5	446	https://www.orthodb.org/v10?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	ctg000001_P	764087	768007	-	339.6	476	https://www.orthodb.org/v10?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	ctg000003_P	892358	894334	-	671.4	494	https://www.orthodb.org/v10?query=9175at4891	tRNA-dihydrouridine(47) synthase 
9223at4891	Complete	ctg000011_P	124000	125880	+	581.9	442	https://www.orthodb.org/v10?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	ctg000022_P	390463	392772	+	978.3	626	https://www.orthodb.org/v10?query=9258at4891	RNA helicase
9267at4891	Complete	ctg000013_P	176940	178448	+	721.2	377	https://www.orthodb.org/v10?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	ctg000010_P	502639	504183	-	585.3	384	https://www.orthodb.org/v10?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	ctg000013_P	29283	30704	+	700.0	416	https://www.orthodb.org/v10?query=9322at4891	Peptidase M20
9420at4891	Complete	ctg000006_P	696634	698709	-	525.1	368	https://www.orthodb.org/v10?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	ctg000005_P	565856	567262	-	644.6	402	https://www.orthodb.org/v10?query=9436at4891	Glutathione reductase
9446at4891	Complete	ctg000005_P	229743	231365	+	628.8	411	https://www.orthodb.org/v10?query=9446at4891	Signal recognition particle 54 kDa protein
9457at4891	Complete	ctg000001_P	603563	605794	-	355.4	489	https://www.orthodb.org/v10?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	ctg000011_P	425651	427024	+	753.3	392	https://www.orthodb.org/v10?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	ctg000003_P	814212	815657	+	856.9	421	https://www.orthodb.org/v10?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	ctg000002_P	520223	521926	+	758.3	461	https://www.orthodb.org/v10?query=9476at4891	Phosphoribosylaminoimidazole carboxylase
9507at4891	Complete	ctg000008_P	97148	98788	-	419.5	420	https://www.orthodb.org/v10?query=9507at4891	Mannosyltransferase
9509at4891	Complete	ctg000001_P	775306	777021	+	449.2	371	https://www.orthodb.org/v10?query=9509at4891	Sec1-like protein
9513at4891	Complete	ctg000022_P	240958	242982	-	589.5	442	https://www.orthodb.org/v10?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	ctg000008_P	62197	63534	+	659.1	364	https://www.orthodb.org/v10?query=9525at4891	Saccharopine dehydrogenase 
9553at4891	Complete	ctg000006_P	14149	15531	-	648.5	377	https://www.orthodb.org/v10?query=9553at4891	hydroxymethylglutaryl-CoA synthase
9594at4891	Complete	ctg000011_P	407839	409236	+	551.2	375	https://www.orthodb.org/v10?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	ctg000000_P	1403112	1405031	+	379.3	390	https://www.orthodb.org/v10?query=9605at4891	Vps52
9609at4891	Complete	ctg000003_P	579957	581924	+	636.1	474	https://www.orthodb.org/v10?query=9609at4891	DNA topoisomerase
9633at4891	Complete	ctg000006_P	827674	829188	-	887.6	419	https://www.orthodb.org/v10?query=9633at4891	RNA helicase
9643at4891	Complete	ctg000006_P	385948	387855	+	231.8	381	https://www.orthodb.org/v10?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	ctg000000_P	1418512	1421130	-	269.3	587	https://www.orthodb.org/v10?query=9655at4891	Vam6/VPS39/TRAP1 family
9657at4891	Complete	ctg000002_P	871933	873192	-	694.6	360	https://www.orthodb.org/v10?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	ctg000007_P	567573	568934	-	589.4	363	https://www.orthodb.org/v10?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	ctg000013_P	124033	125850	+	560.8	458	https://www.orthodb.org/v10?query=9680at4891	RNA helicase
9718at4891	Complete	ctg000107_P	214155	216095	+	598.7	448	https://www.orthodb.org/v10?query=9718at4891	LCCL domain
9724at4891	Complete	ctg000007_P	288985	291231	-	665.3	521	https://www.orthodb.org/v10?query=9724at4891	P-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	ctg000001_P	407129	409978	-	849.1	640	https://www.orthodb.org/v10?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	ctg000002_P	593575	595290	+	590.9	463	https://www.orthodb.org/v10?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	ctg000010_P	541707	543539	-	417.5	329	https://www.orthodb.org/v10?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	ctg000010_P	449699	451351	-	249.6	358	https://www.orthodb.org/v10?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	ctg000001_P	782686	784131	-	606.0	377	https://www.orthodb.org/v10?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	ctg000022_P	197665	198786	-	445.4	292	https://www.orthodb.org/v10?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	ctg000002_P	303304	304758	-	476.5	371	https://www.orthodb.org/v10?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	ctg000003_P	117395	119611	+	698.6	404	https://www.orthodb.org/v10?query=9846at4891	ATP-dependent RNA helicase DEAD-box, conserved site
9862at4891	Complete	ctg000009_P	377053	378552	+	741.2	396	https://www.orthodb.org/v10?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	ctg000005_P	585148	587076	-	558.2	428	https://www.orthodb.org/v10?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	ctg000022_P	190198	192105	-	551.1	289	https://www.orthodb.org/v10?query=9903at4891	kinase-like protein
9921at4891	Complete	ctg000007_P	37449	39008	-	604.0	386	https://www.orthodb.org/v10?query=9921at4891	Peptide hydrolase
9922at4891	Complete	ctg000009_P	459344	461218	+	195.5	186	https://www.orthodb.org/v10?query=9922at4891	Bromodomain
9948at4891	Complete	ctg000011_P	423489	425144	+	871.2	449	https://www.orthodb.org/v10?query=9948at4891	Aminoacyl-tRNA synthetase, class II
9950at4891	Complete	ctg000005_P	303891	305390	+	695.3	410	https://www.orthodb.org/v10?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	ctg000008_P	265194	267047	-	870.8	598	https://www.orthodb.org/v10?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Complete	ctg000006_P	836817	838478	-	469.5	377	https://www.orthodb.org/v10?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	ctg000008_P	237780	239216	-	346.4	289	https://www.orthodb.org/v10?query=10002at4891	GDP-Man
10099at4891	Complete	ctg000007_P	594382	596901	-	553.5	436	https://www.orthodb.org/v10?query=10099at4891	Protein HIR
10130at4891	Complete	ctg000005_P	546240	548768	-	361.9	506	https://www.orthodb.org/v10?query=10130at4891	BRO1 domain
10138at4891	Complete	ctg000008_P	603224	604930	+	347.1	271	https://www.orthodb.org/v10?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	ctg000007_P	653614	655728	+	468.5	399	https://www.orthodb.org/v10?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	ctg000000_P	489969	491342	+	789.5	406	https://www.orthodb.org/v10?query=10189at4891	Serine-tRNA ligase
10194at4891	Complete	ctg000000_P	931078	932913	+	461.9	425	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	ctg000005_P	57664	59727	-	496.4	472	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	ctg000002_P	289623	290957	+	245.5	285	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	ctg000005_P	224303	226585	+	432.8	393	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	ctg000001_P	1024920	1027301	-	640.9	498	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Complete	ctg000001_P	958519	960096	+	695.1	387	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	ctg000003_P	739275	741560	-	455.6	505	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	ctg000005_P	140759	143536	-	453.6	576	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
